id_inter;reference_type;citation;reference
115;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
116;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
117;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
118;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
119;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
120;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
121;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
122;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
123;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
124;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
125;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
126;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
127;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
128;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
129;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
130;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
131;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
132;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
133;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
134;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
135;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
136;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
137;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
138;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
139;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
140;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
141;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
142;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
143;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
144;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
145;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
146;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
147;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
148;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
149;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
150;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
151;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
152;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
153;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
154;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
155;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
156;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
157;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
158;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
159;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
160;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
161;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
162;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
163;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
164;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
165;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
166;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
167;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
168;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
169;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
170;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
171;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
172;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
173;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
174;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
175;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
176;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
177;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
178;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
179;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
180;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
181;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
182;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
183;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
184;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
185;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
186;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
187;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
188;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
189;t;Araújo 1996;Araújo, A. C. de. 1996. Beija-flores e seus recursos florais numa área de planície costeira do litoral norte de São Paulo. Dissertação de Mestrado, Universidade Estadual de Campinas, São Paulo, Brasil.
